"","Education","Marital_Status","Income","Recency","MntWines","MntFruits","MntMeatProducts","MntFishProducts","MntSweetProducts","MntGoldProds","NumDealsPurchases","NumWebPurchases","NumCatalogPurchases","NumStorePurchases","NumWebVisitsMonth","AcceptedCmp3","AcceptedCmp4","AcceptedCmp5","AcceptedCmp1","AcceptedCmp2","Complain","Response","Kids","Relationship","Family_Size","Family_size","Age","Days_is_client","MntTotal","NumAllPurchases","AverageCheck","ShareDealsPurchases","TotalAcceptedCmp","ActiveDays"
"1833","Graduation","Together",44911,11,159,0,22,2,1,31,3,4,1,4,7,"False","False","False","False","False","False","False",1,1,0,3,65,730382,215,9,23.9,33.3,0,730371
"1834","PhD","Married",54693,72,686,17,142,23,26,35,8,6,4,13,6,"False","False","False","False","False","False","False",1,1,0,3,62,729679,929,23,40.4,34.8,0,729607
"1835","Graduation","Together",48186,39,97,3,66,12,7,34,3,4,1,4,7,"False","False","False","False","False","False","False",1,1,0,3,50,728555,219,9,24.3,33.3,0,728516
"1836","Graduation","Married",54809,0,63,6,57,13,13,22,4,2,1,5,4,"False","False","False","False","False","False","True",2,1,0,4,47,731659,174,8,21.8,50,1,731659
"1837","Graduation","Together",41580,15,56,5,24,4,0,3,3,2,1,3,5,"False","False","False","False","False","False","False",2,1,0,4,46,731933,92,6,15.3,50,0,731918
"1838","PhD","Married",80336,12,209,19,456,160,142,66,1,2,9,13,1,"False","False","False","False","False","False","False",0,1,0,2,54,732389,1052,24,43.8,4.2,0,732377
"1839","Graduation","Married",47743,56,198,2,43,0,12,20,3,4,1,6,6,"False","True","False","False","False","False","False",1,1,0,3,67,727825,275,11,25,27.3,1,727769
"1840","2n Cycle","Married",62972,39,313,15,47,20,0,192,2,7,4,3,6,"False","False","False","False","False","False","False",1,1,0,3,69,734612,587,14,41.9,14.3,0,734573
"1841","PhD","Divorced",57333,55,941,14,397,76,58,176,11,8,5,9,6,"False","False","False","False","False","False","True",1,0,0,2,70,727641,1662,22,75.5,50,1,727586
"1842","PhD","Together",32313,60,86,4,56,2,4,7,3,4,0,4,9,"False","False","False","False","False","False","False",1,1,0,3,42,731871,159,8,19.9,37.5,0,731811
"1843","Master","Widow",84953,73,167,48,602,63,72,72,1,3,10,4,2,"False","True","True","True","False","False","True",0,0,0,1,71,734673,1024,17,60.2,5.9,4,734600
"1844","Master","Divorced",27071,90,8,3,19,0,2,3,2,2,0,3,6,"False","False","False","False","False","False","False",1,0,0,2,56,727429,35,5,7,40,0,727339
"1845","Master","Together",68148,86,389,66,408,37,57,85,1,4,4,6,2,"False","False","False","False","False","False","False",0,1,0,2,67,724385,1042,14,74.4,7.1,0,724299
"1846","Master","Together",65735,37,239,7,119,4,15,11,5,6,2,6,7,"False","False","False","False","False","False","False",2,1,0,4,59,733029,395,14,28.2,35.7,0,732992
"1847","PhD","Married",86836,7,179,21,273,0,21,63,1,6,10,6,5,"True","False","True","True","False","False","True",0,1,0,2,49,731293,557,22,25.3,4.5,4,731286
"1848","PhD","Married",4023,29,5,0,1,1,1,1,15,0,0,0,19,"False","False","False","False","False","False","False",2,1,0,4,61,727368,9,0,200,20,0,727339
"1849","Graduation","Married",30093,19,2,6,28,13,4,16,1,2,0,3,7,"False","False","False","False","False","False","False",0,1,0,2,34,732816,69,5,13.8,20,0,732797
"1850","PhD","Married",57705,14,383,0,53,6,4,40,3,8,1,6,6,"False","False","False","False","False","False","False",1,1,0,3,58,731902,486,15,32.4,20,0,731888
"1851","Graduation","Single",25008,72,2,8,8,6,1,9,2,1,0,3,8,"False","False","False","False","False","False","False",1,0,0,2,36,735158,34,4,8.5,50,0,735086
"1852","2n Cycle","Single",83257,56,536,27,590,38,107,67,1,5,10,12,6,"True","False","True","False","False","True","True",0,0,0,1,29,729102,1365,27,50.6,3.7,3,729046
"1853","Graduation","Together",22280,85,2,1,4,3,1,2,1,1,0,2,8,"False","False","False","False","False","False","False",1,1,0,3,49,728860,13,3,4.3,33.3,0,728775
"1854","PhD","Married",72159,62,322,53,899,34,40,53,1,4,6,10,2,"False","False","False","False","False","False","False",0,1,0,2,46,725054,1401,20,70,5,0,724992
"1855","Graduation","Together",64260,1,539,169,816,20,0,30,1,4,5,4,3,"False","False","False","False","False","False","True",0,1,0,2,63,731902,1574,13,121.1,7.7,1,731901
"1856","PhD","Single",82733,28,712,50,420,65,38,38,1,8,4,7,4,"False","False","False","False","False","False","True",0,0,0,1,40,732024,1323,19,69.6,5.3,1,731996
"1857","Master","Divorced",74290,70,1121,0,72,0,12,12,4,10,8,10,6,"False","True","False","True","False","False","False",1,0,0,2,53,731324,1217,28,43.5,14.3,2,731254
"1858","Master","Single",58217,84,68,1,13,3,5,13,1,2,0,4,6,"False","False","False","False","False","False","False",3,0,0,4,73,729406,103,6,17.2,16.7,0,729322
"1859","Master","Together",21024,89,36,4,18,6,2,18,1,2,0,4,7,"False","False","False","False","False","False","False",0,1,0,2,48,734277,84,6,14,16.7,0,734188
"1860","PhD","Married",70116,73,707,44,603,95,58,29,1,2,8,12,1,"False","False","False","False","False","False","False",0,1,0,2,52,726423,1536,22,69.8,4.5,0,726350
"1861","Graduation","Together",54006,42,174,77,203,6,24,97,2,8,1,7,7,"False","False","False","False","False","False","False",1,1,0,3,39,729102,581,16,36.3,12.5,0,729060
"1862","PhD","Married",69063,16,666,35,124,69,8,26,1,5,3,5,3,"False","False","False","False","False","False","False",1,1,0,3,58,733059,928,13,71.4,7.7,0,733043
"1863","2n Cycle","Divorced",11448,16,0,0,0,6,2,6,1,1,0,2,6,"False","False","False","False","False","False","False",0,0,0,1,49,730107,14,3,4.7,33.3,0,730091
"1864","Graduation","Single",61825,56,162,50,100,55,30,27,1,4,2,8,4,"False","False","False","False","False","False","False",1,0,0,2,45,733151,424,14,30.3,7.1,0,733095
"1865","Graduation","Married",70886,65,407,70,239,103,88,53,1,5,4,4,2,"False","False","False","False","False","False","False",1,1,0,3,53,730533,960,13,73.8,7.7,0,730468
"1866","Graduation","Married",69109,10,823,25,459,124,29,95,1,6,6,7,4,"False","False","True","False","False","False","True",0,1,0,2,42,732328,1555,19,81.8,5.3,2,732318
"1867","Graduation","Widow",60208,13,488,23,71,15,0,59,11,8,3,7,7,"False","True","False","False","False","False","True",2,0,0,3,51,733090,656,18,36.4,61.1,2,733077
"1868","Master","Together",32889,78,28,0,13,4,2,8,3,2,1,3,5,"False","False","False","False","False","False","False",2,1,0,4,56,733485,55,6,9.2,50,0,733407
"1869","Graduation","Single",34738,51,3,2,10,3,0,2,1,1,0,3,6,"False","False","False","False","False","False","False",1,0,0,2,40,731782,20,4,5,25,0,731731
"1870","Master","Together",30538,27,284,0,52,8,3,20,4,9,0,4,10,"False","False","False","False","False","False","False",1,1,0,3,53,735281,367,13,28.2,30.8,0,735254
"1871","2n Cycle","Together",82326,30,938,142,754,159,81,183,1,5,10,6,2,"False","True","True","True","False","False","True",0,1,0,2,47,732208,2257,21,107.5,4.8,4,732178
"1872","PhD","Divorced",26642,71,13,2,15,2,2,8,2,2,0,3,6,"False","False","False","False","False","False","False",1,0,0,2,57,735495,42,5,8.4,40,0,735424
"1873","Graduation","Divorced",69932,97,412,172,153,150,105,57,2,7,6,11,4,"False","False","False","False","False","False","False",1,0,0,2,60,731385,1049,24,43.7,8.3,0,731288
"1874","Graduation","Single",44503,83,31,1,8,0,0,8,2,2,0,3,6,"False","False","False","False","False","False","False",2,0,0,3,52,729985,48,5,9.6,40,0,729902
"1875","PhD","Single",60200,3,502,19,132,0,6,26,6,6,2,11,6,"False","False","False","False","False","False","False",1,0,0,2,76,735189,685,19,36.1,31.6,0,735186
"1876","Graduation","Divorced",49638,71,18,10,3,3,5,0,1,1,0,3,2,"False","False","False","False","False","False","False",1,0,0,2,72,728890,39,4,9.8,25,0,728819
"1877","2n Cycle","Single",23830,3,1,8,6,4,8,16,1,1,0,3,7,"False","False","False","False","False","False","False",0,0,0,1,37,733332,43,4,10.8,25,0,733329
"1878","Master","Widow",33051,15,100,71,243,108,94,219,3,9,1,8,9,"False","False","False","False","False","False","True",0,0,0,1,65,729863,835,18,46.4,16.7,1,729848
"1879","Graduation","Married",72905,52,407,114,445,181,165,203,1,3,7,9,1,"False","False","False","True","False","False","False",0,1,0,2,66,728249,1515,19,79.7,5.3,1,728197
"1880","PhD","Together",69702,8,664,9,240,50,19,57,2,7,7,10,4,"False","False","False","False","False","False","False",1,1,0,3,73,728949,1039,24,43.3,8.3,0,728941
"1881","Graduation","Divorced",70300,89,1045,61,338,60,46,46,3,5,5,13,8,"False","False","False","False","False","False","False",1,0,0,2,49,730260,1596,23,69.4,13,0,730171
"1882","PhD","Married",70643,66,1218,107,304,23,143,33,1,5,8,4,6,"False","False","False","False","False","False","True",0,1,0,2,40,730168,1828,17,107.5,5.9,1,730102
"1883","PhD","Married",30396,22,15,0,6,0,1,12,2,1,1,2,7,"True","False","False","False","False","False","True",1,1,0,3,55,724872,34,4,8.5,50,2,724850
"1884","PhD","Divorced",50616,56,128,0,16,0,1,4,2,4,0,4,7,"False","False","False","False","False","False","False",1,0,0,2,56,729255,149,8,18.6,25,0,729199
"1885","Master","Single",62772,74,581,49,157,43,8,108,1,5,6,11,2,"False","True","False","False","False","False","False",1,0,0,2,55,728860,946,22,43,4.5,1,728786
"1886","PhD","Single",30298,48,6,3,12,6,1,0,1,1,1,3,3,"False","False","False","False","False","False","False",0,0,0,1,39,728860,28,5,5.6,20,0,728812
"1887","Graduation","Single",52413,67,185,8,133,56,56,12,2,7,1,7,7,"False","False","False","False","False","False","False",1,0,0,2,40,734520,450,15,30,13.3,0,734453
"1888","PhD","Married",44155,24,22,1,9,0,0,14,1,1,1,2,4,"False","False","False","False","False","False","False",2,1,0,4,67,728980,46,4,11.5,25,0,728956
"1889","PhD","Divorced",86979,67,584,100,835,65,83,35,1,5,5,5,2,"True","False","False","False","False","False","True",0,0,0,1,53,733059,1702,15,113.5,6.7,2,732992
"1890","Graduation","Together",76532,38,355,30,177,90,138,30,4,9,5,7,5,"False","False","False","False","False","False","False",2,1,0,4,49,732389,820,21,39,19,0,732351
"1891","Graduation","Married",42081,86,175,10,110,54,6,27,2,6,3,4,6,"True","False","False","False","False","False","False",1,1,0,3,42,726392,382,13,29.4,15.4,1,726306
"1892","PhD","Married",67546,90,864,134,768,150,38,172,1,4,10,5,3,"False","False","False","False","False","False","False",0,1,0,2,36,724385,2126,19,111.9,5.3,0,724295
"1893","Master","Together",88420,87,957,153,612,99,95,153,1,4,7,8,1,"True","False","True","True","False","False","False",0,1,0,2,35,735069,2069,19,108.9,5.3,3,734982
"1894","Graduation","Married",31158,62,25,6,16,20,0,5,2,2,0,3,8,"False","False","False","False","False","False","False",1,1,0,3,39,726058,72,5,14.4,40,0,725996
"1895","Graduation","Divorced",61671,23,641,7,56,0,0,28,8,10,4,6,8,"False","True","False","True","False","False","False",1,0,0,2,56,734673,732,20,36.6,40,2,734650
"1896","Graduation","Single",69719,99,273,86,208,177,14,43,1,2,3,5,1,"False","False","False","False","False","False","False",0,0,0,1,50,726303,801,10,80.1,10,0,726204
"1897","Graduation","Divorced",49160,29,122,21,43,25,10,15,2,3,1,6,6,"False","False","False","False","False","False","False",1,0,0,2,75,728341,236,10,23.6,20,0,728312
"1898","Basic","Together",24882,52,1,4,10,29,0,36,1,1,1,2,6,"True","False","False","False","False","False","False",1,1,0,3,46,732389,80,4,20,25,1,732337
"1899","PhD","Single",90933,90,1020,31,430,62,63,79,1,4,6,4,1,"False","False","True","False","False","False","False",0,0,0,1,70,724538,1685,14,120.4,7.1,1,724448
"1900","PhD","Single",113734,9,6,2,3,1,262,3,0,27,0,0,1,"False","False","False","False","False","False","False",0,0,0,1,79,725572,277,27,10.3,0,0,725563
"1901","PhD","Together",59292,71,378,14,68,19,14,14,2,3,5,8,3,"False","False","False","False","False","False","False",1,1,0,3,74,731020,507,16,31.7,12.5,0,730949
"1902","PhD","Married",45759,13,42,1,18,3,0,4,2,2,0,3,7,"False","False","False","False","False","False","False",2,1,0,4,60,727488,68,5,13.6,40,0,727475
"1903","Graduation","Single",22148,16,15,5,14,0,4,11,1,1,0,3,7,"False","False","False","False","False","False","False",0,0,0,1,41,731081,49,4,12.2,25,0,731065
"1904","Master","Married",73395,94,272,7,80,20,7,11,1,4,4,6,2,"False","False","False","False","False","False","False",0,1,0,2,37,729286,397,14,28.4,7.1,0,729192
"1905","Graduation","Divorced",29819,77,9,1,24,2,1,2,3,3,0,3,6,"False","False","False","False","False","False","False",1,0,0,2,53,726880,39,6,6.5,50,0,726803
"1906","Graduation","Married",45688,20,279,0,18,0,0,9,2,3,1,8,4,"False","True","False","False","False","False","False",1,1,0,3,56,726788,306,12,25.5,16.7,1,726768
"1907","Graduation","Married",62820,51,398,61,265,138,61,53,1,3,4,6,1,"False","False","False","False","False","False","False",0,1,0,2,70,731782,976,13,75.1,7.7,0,731731
"1908","PhD","Married",60491,81,637,47,237,12,19,76,4,6,11,7,5,"False","False","False","False","False","False","False",1,1,0,3,53,733485,1028,24,42.8,16.7,0,733404
"1909","Graduation","Together",33235,71,45,0,16,2,1,6,1,3,0,3,7,"False","False","False","False","False","False","False",1,1,0,3,38,734062,70,6,11.7,16.7,0,733991
"1910","Graduation","Married",35701,36,21,1,9,7,3,5,1,1,0,3,6,"False","False","False","False","False","False","False",0,1,0,2,65,728921,46,4,11.5,25,0,728885
"1911","Master","Married",31535,95,15,4,13,0,0,19,1,1,1,2,7,"True","False","False","False","False","False","False",1,1,0,3,44,726180,51,4,12.8,25,1,726085
"1912","2n Cycle","Together",92556,32,493,183,352,184,23,28,0,3,5,13,0,"False","False","False","False","False","False","False",0,1,0,2,64,728524,1263,21,60.1,0,0,728492
"1913","Graduation","Single",67384,32,957,40,175,158,53,107,2,7,8,5,5,"False","True","False","False","False","False","False",1,0,0,2,54,731963,1490,20,74.5,10,1,731931
"1914","Master","Together",80573,85,829,138,430,60,92,15,1,4,6,13,2,"False","False","False","False","False","False","False",0,1,0,2,53,730533,1564,23,68,4.3,0,730448
"1915","Graduation","Married",77870,93,1017,50,500,65,50,133,3,5,5,5,8,"False","True","False","True","False","False","True",1,1,0,3,57,727672,1815,15,121,20,3,727579
"1916","PhD","Widow",52278,24,953,0,71,0,0,174,6,10,5,10,8,"False","False","False","False","False","False","False",1,0,0,2,61,726788,1198,25,47.9,24,0,726764
"1917","Graduation","Single",57107,44,159,0,120,0,0,137,7,4,4,8,8,"False","True","False","False","True","False","True",1,0,0,2,56,726941,416,16,26,43.8,3,726897
"1918","Graduation","Married",18929,15,32,0,8,23,4,18,1,1,0,4,6,"False","False","False","False","False","False","False",0,1,0,2,34,730045,85,5,17,20,0,730030
"1919","PhD","Single",36038,82,23,0,15,0,2,7,2,3,0,3,6,"False","False","False","False","False","False","False",1,0,0,2,43,724477,47,6,7.8,33.3,0,724395
"1920","Graduation","Single",20180,27,18,42,24,15,20,18,1,2,1,4,7,"False","False","False","False","False","False","False",0,0,0,1,48,728584,137,7,19.6,14.3,0,728557
"1921","PhD","Together",34230,72,15,0,4,0,0,2,1,1,0,2,7,"False","False","False","False","False","False","False",2,1,0,4,59,726089,21,3,7,33.3,0,726017
"1922","2n Cycle","Single",31878,7,23,4,5,10,5,23,1,1,0,4,3,"False","False","False","False","False","False","False",1,0,0,2,47,727733,70,5,14,20,0,727726
"1923","2n Cycle","Married",70932,57,200,193,100,46,185,185,2,6,2,12,3,"False","False","False","False","False","False","False",1,1,0,3,52,728980,909,20,45.5,10,0,728923
"1924","Graduation","Single",91249,84,1324,27,119,71,108,27,0,7,9,6,4,"False","True","True","True","True","False","True",0,0,0,1,68,728341,1676,22,76.2,0,5,728257
"1925","Master","Single",77598,53,1193,33,281,129,66,33,1,7,5,13,3,"False","False","True","False","False","False","False",0,0,0,1,81,735281,1735,25,69.4,4,1,735228
"1926","Graduation","Single",80982,48,505,137,401,104,22,22,3,11,5,11,5,"False","False","False","False","False","True","False",2,0,0,3,65,732998,1191,27,44.1,11.1,0,732950
"1927","Master","Married",22701,2,2,4,9,0,4,5,1,1,0,3,5,"False","False","False","False","False","False","False",1,1,0,3,47,733850,24,4,6,25,0,733848
"1928","PhD","Married",55212,65,1103,0,45,0,0,34,3,4,2,11,8,"False","True","False","False","True","False","False",1,1,0,3,55,727215,1182,17,69.5,17.6,2,727150
"1929","Graduation","Married",70617,45,353,61,753,40,46,27,1,3,3,7,2,"False","False","False","False","False","False","False",0,1,0,2,54,727368,1280,13,98.5,7.7,0,727323
"1930","Graduation","Single",64849,42,652,48,350,94,84,108,1,9,3,6,5,"False","False","False","False","False","False","True",0,0,0,1,67,730867,1336,18,74.2,5.6,1,730825
"1931","Master","Married",62694,29,379,6,157,25,91,91,5,9,3,7,7,"False","False","False","False","False","False","False",2,1,0,4,59,729559,749,19,39.4,26.3,0,729530
"1932","PhD","Married",61917,83,46,4,36,2,2,1,1,2,0,4,5,"False","False","False","False","False","False","False",2,1,0,4,50,728310,91,6,15.2,16.7,0,728227
"1933","PhD","Married",67472,93,162,31,127,8,17,69,2,4,2,7,3,"False","False","False","False","False","False","False",1,1,0,3,77,725449,414,13,31.8,15.4,0,725356
"1934","Master","Married",21059,40,8,3,19,3,3,8,3,3,0,3,6,"False","False","False","False","False","False","False",1,1,0,3,42,733363,44,6,7.3,50,0,733323
"1935","Master","Married",29543,47,17,3,18,3,4,18,2,3,1,2,7,"False","False","False","False","False","False","False",2,1,0,4,56,735464,63,6,10.5,33.3,0,735417
"1936","Graduation","Married",75903,50,340,108,185,130,38,100,2,6,6,9,3,"False","False","False","False","False","False","False",1,1,0,3,73,732907,901,21,42.9,9.5,0,732857
"1937","2n Cycle","Together",34984,40,8,4,15,3,5,3,2,1,0,3,7,"False","False","False","False","False","False","False",2,1,0,4,49,733485,38,4,9.5,50,0,733445
"1938","PhD","Single",54998,3,154,22,202,39,30,8,5,4,2,9,4,"False","False","False","False","False","False","True",1,0,0,2,68,732208,455,15,30.3,33.3,1,732205
"1939","PhD","Widow",54356,62,710,15,30,20,0,0,3,11,2,8,8,"False","False","False","False","False","False","True",1,0,0,2,75,728676,775,21,36.9,14.3,1,728614
"1940","Master","Married",34242,25,8,2,4,0,0,1,1,0,0,3,5,"False","False","False","False","False","False","False",1,1,0,3,65,727460,15,3,5,33.3,0,727435
"1941","Graduation","Married",25410,48,2,2,4,13,13,4,1,1,0,4,4,"False","False","False","False","False","False","False",1,1,0,3,51,724385,38,5,7.6,20,0,724337
"1942","PhD","Married",73356,56,1050,14,322,0,14,112,1,5,11,5,2,"True","False","True","True","False","False","True",0,1,0,2,40,733697,1512,21,72,4.8,4,733641
"1943","Graduation","Together",28320,68,19,1,14,3,2,4,1,1,0,3,8,"False","False","False","False","False","False","False",1,1,0,3,74,730806,43,4,10.8,25,0,730738
"1944","Graduation","Single",23763,64,22,0,6,6,2,6,1,1,0,3,7,"False","False","False","False","False","False","False",1,0,0,2,47,733151,42,4,10.5,25,0,733087
"1945","Graduation","Married",72570,67,274,83,216,151,141,224,1,4,6,12,1,"False","False","False","False","False","False","False",0,1,0,2,40,726698,1089,22,49.5,4.5,0,726631
"1946","Master","Married",34529,94,68,6,38,3,6,41,2,2,2,3,7,"False","False","False","False","False","False","False",1,1,0,3,48,730563,162,7,23.1,28.6,0,730469
